case_index,H,D,B,num_segs,seg_lengths,rules,matched_prefix_arr,total_runs,passed,status,mare_min,mare_max,mere_min,mere_max,rmse_min,rmse_max
259,8,64,8,49,2400|8|15|7|9|8|3|10|5|13|5|12|11|10|8|13x2|9|5|8|15|9|7|12|9|44|9|13|4|15|13|4|7|9|5|10|11x2|6|15|6|12|8|6|5|15|14|15|1200;2000|8|17|10|9|8x2|5|7|11|6|9|7|14x2|15|13|8|9|8|7|9|15|29|10x2|15|10|15|13|3|6x2|7|11|12|5|9|7|8|6|10|13|11|13x2|7|5|1200;3200|8|6|9|14x2|13|6|14|2|12|8x2|11|10|9|11|5|15|27|11|6|12|13|5|7|10|22|5|7|6|8|12|11|14|10|11|14|7|9|10|12|6|13|14|7|11|9|1800;2000|8|6|13|11|14|15|12|11|6|7|12|15|10|7|50|13|12|9|5|7|14|11|7|12|6|5|12|11|9|6|10|7|25|14|26|10|14|26|9|13|28|12|7|3|8|12|6|1024;2000|8|5|11|12|14|2|8|7|8|10|6|15|14|15x2|10|15x2|11|6|10|7|14|12|10|9|15|14|9|6|19|11|5|14|9x2|8|5|15|14x2|12|15|39|9|13|15|1800;2400|8x2|5|11|6|4|5|12|5|9|7|5|7|6|7|44|12|2|6|14|15|37|12|7|8|12|13|8|14|6|8|49|14|12|11|5|13|14|5|6|8x2|13|7|14|7|6|1200;2400|8x2|14|9|5|10x2|12|4|7|12|10|25|9|10x3|3|9|11x2|14|7|11|10|13x3|2|14|12|9|14|6|10|14|12|7|5x2|7|32|12x2|6x2|14|1800;2400|8x2|4|14|11x2|19|12|10|9|5|7|12|8|9|15|14|9|7|12x2|47|7|11|4|9|15|9|6|4|15|4|15|12|10|7|8|13|9|5|13|12|5|7x2|5|12|1800,0|1|2x47,0x8,10,10,PASS,9.6831e-01,9.6831e-01,7.0230e-03,7.0230e-03,2.7711e-04,2.7711e-04
260,8,64,1,231,1600|8|15|12|15|8|14|34|12|11|9x3|3|11|15x2|5|6|9|6x2|31|6|10|14|11|2|15|14|13|6|11|8|13|6x2|8|5|3|8|6|15|10|9|10|7x2|8|50|45|11|21|23|6|15|3|8|4|11|2|6|15|13x2|8|9|5|11|2|13|2|5|12|7x2|15x2|5|3|5|9x2|15|14|9|11|6|5|9|10|8|13|10|9|2|8|15|12|5|10|8|12|11|10|14|13x2|11|6|9|15|6|13|5|7|44|10|15|8|9|8|12|11|6|13|11|14|7|9|15|10|13|2|10|11|6|49|15|6|9|12|11|8|14|8|6|11|13|11|13|8|9|49|6|5x2|4|13|4|6|5|7|8|14|13|10x2|5|7|5|6|11|32|10x2|6|8|6x2|15|14|15|9|7|8|15|7|9|4|13|6|3|8|11|9|10|12|13|14|9x2|10|7|8|12|15|2|13|9|13|5x2|13|6|2|8|5x2|6|10x2|13|10|14|11|8|4|6|13|2048,0|1|2x229,0,10,10,PASS,5.2634e-01,5.2634e-01,6.8192e-03,6.8192e-03,2.4418e-04,2.4418e-04
261,8,64,8,45,1600|8|9|25|7|10|45|14|10|16|14|8|5|8|7|6x2|10|2|7|14|9|5|13|10|7|10|5|6|10|9|13|6|9|11|9|13|11|8|10x2|8|5|12|2048;2000|8|9|5x2|15|13x2|12|4|12x2|13|9|11|5|4|9|5|6|15|6|14|6|5|28|13|15|11|8|4|9|14|7|10|5|11|14|12|5|6|13x3|1200;1600|8|10|14|12|8x2|5|14|10x2|3|5|4|43|14|11|5|6x2|20|12|7|8|9x2|15|13|9|5|15|7|12|11|5|11|13|9|14|13|10|11|7x2|1200;1600|8x2|5|7|6|9|10|6|13|10|9|8|12|9|29|10|8|7|6x2|12x2|2|6|13|11|7|10|6|15|7x2|11|14|15|14|7|14|7|6|11|10x2|1200;3200|8|12|13|11|6|12x2|9|8|6|10|8x3|7|4|14|12x2|8|6|9|13|15|13|8|3|7|13|6|13|15|12|14|5|7|12|43|7|14|11|6|13|1200;2000|8|10|8|6|11|14|34|2|5|6|8|13|15|14|8|14|10|15|10|3|9x2|30|12|6|13|6|11|8|9|8|9|10|12|5|7|5|15|11|6|7|3|15|2048;3200|8|5|9|12|15|26|8|5|8|12x2|11|10|18|7x2|15x2|3|15|11|46|6x2|11|13|7|12|2|14|7|13|14|13|6|8x2|14|13|7|8|6|10|2048;3200|8|12|10|13|9|7|13|7|22|10|17|10|11|14|12|11|13|11|10x2|13|15|11|9|10|9|4|10|5|24|8|6|14|15x2|13x2|12|15|6|45|22|6|1800,0|1|2x43,0x8,10,10,PASS,1.0761e+00,1.0761e+00,7.0108e-03,7.0108e-03,2.7746e-04,2.7746e-04
262,8,64,4,658,2000|8|12|14|9x2|12|14|13|14x2|11|15|6|14|11|15|13|12x2|13|14|8|14|4|7|15|12|10|2|5|7|39|11|7|13|9|20|11|9|12|10|12|14|6|13|14|11|13|7|44|11|6|5|4|15|12|9|7|6|13|9|12|13x2|10|5|15|8|9|6x2|5|6|7|6|14|10|6|10|8|10|8|10|5|9|5|12|5|9|5|9|6|9|12|9|7|11x2|5|8|11|8|6|12|3|10|15|10|12|7|14|7|11|9|6|13|6|10|6|13|7|15x2|6x2|15|3|13|15|11|8|9|14x2|13|11x2|6|13|8|13|7|11|15|8|5|14|9|12|8|6|14|10|6|7|9|5x3|6|10|7|6|5|14|5|10|5|13x2|4|12|5|12|15|12|15x2|9|4|13x2|12|26|5|13|9x3|7|11|6|30|9|2|12|9x3|10x2|15x2|10|8|5|9|15|13|14x2|12|9|12|28|13|11|12|7|6|8|3|11|13|14|5|21|12|7|46|5|13x2|15|12|4|7|14x2|11|13x2|7|24|6|8|11|9|15|8|11|7|13|9|15|37|36|5|14|6|34|5x2|9|11|8|7|8|7|14|12|14|3|8|3|14|13|8|15|9|4|12|9|11|8x2|11|13|6|4|7|10|6|4|40|10|7x2|10|8|11|7|10|11|15|2|12|14x2|9|15|9|6|12x2|9|13|8|11|12|14|9|4|14|15|8|7|14|15|5|15|9|6x2|12x2|8|15|6|14|7|14|13|8|15|14x2|40|11|9|12|7|15|6|15|12|8|6|14|12|5|13|9|14|9|12|7|15x2|5|6|12|8|11|7|48|9|28|13|14|13x2|12|9|6|14x2|7|9x2|12|7|9x2|4|9|15|14|5|6|9|11|7x2|11|5|6|5|12|6|13|5|15|13|15|4|8|9|2|9|13|7|13|8x2|13|2|13|14x2|39|8|14x2|12|9|12|3|7|4|7|6|10|11|15|7|6|7|5x2|46|13|8x2|6|3|9|7|10|11x2|15|14|48|6|12|15|11|6|13|4|14|9x2|10|7|12|29|45|29|9|5|9|12|8x2|5|15|9|4|13|37|10|12|48|7|6|9|12|5|8|6|7|13|5|2|9|26|8|23|14|12|7|9|15|9|12|14|46|8|9|8|6|11|14|12|6|12|7|6|12|5|15|10|9|15|9|13|6|11|5|15|12|5|7|13|11|15|11|13|15|5|8|15|12|10|13|5|10|5|14|5|6|2|9|13|6|9|6|2|7|11|9|14|6|7|12|9|10|9|5|11x2|8|15|6|12|49|8|11|15|6|10|15|12|10|12|5|9|13|12|9|13|7|9|14|5|11|17|11|41|10|11|9|5|14|8|14|45|15|13|11|7|3|5|14|7|14|12|6|9|6|5|7|14|7|11x2|5|7|13|14|15|22|10|15|18|7|8|7|9|3|8|12|13|5|1024;2000|8|5|14|12|14|15|6|7|14|10|9|15|14|8x2|7|8|12|11x2|15|12|9|2|10|7|11|15|10|14|11|15|6|10|5|40|7|6|12|15|5|12|15|5|12|14|12|13|9|18|12|7|6|7|9|10x2|14|10|12|14|7|40|11|12|13|14|15|14|9|14|5|14|13|15|13x2|5|11|8|14|8|7|5|14|7|15|11|14x2|13|14|15|10|6|5|13|11|10|11|12x2|10|7|14|7x2|38|46|10|9|6|14|13|7|6|7|10x2|5|15|5|12x2|8|6|5|41|7|11|8|7|13|8|12|11|7|8|14|10|8|13|6|5|13|7|5|3|15x2|13|9|14|10|15x2|3|5|6|20|6|9|14|7|13|11x2|6|5|9|2|14|7x2|15|13|9x2|8|12|14|7|3|7|10|3|13x2|9|8|10x3|12|15|12|7x2|5|13|8|14|11|10|14|9|5|6|10|8x2|9|13|5|8|11|10|11|8x2|6|9|7|6x2|10|14|13|14|7|13|16|12|11|14|34|8|7|3|2|27|13|12|6|12|4|22|15|8|7|13|12|5|14|7|14|4|15|6|7|12|40|13|15|14|6|11|15x2|9|10|9|10|7|15|9|13|5|6|12|8|10|7|8|24|10|9|6|11|13|15|13|11|10|6|14|7|14|8|5|10|5|15|10x2|13|15|11|7|13|11x2|10|14|7|5|40|12|10|15|16|9|13|12|15|13|14|43|15|14|15|8|14|5|3|15|7|27|12|14|12|13|6|14x2|10|11|4|12|9x2|6|10|11|14|15|7|15|3|12|11x2|8x2|14|12|5x2|6|10x2|6|15|13|8|11|13|6|12|5|11|8|9x2|26|24|31|14|5x2|14|8|5|9|5|10|11|10|7|10|13|34|9|12|8|10|31|8|12|7x2|11|15|3|9|6x2|12|6|9|31|8|7|11|15|2|22|14|7|19|6|12|5|13|19|5|6|5x2|13|3|11|15|10|3|13|11|15|8|10|8|10|11|13x2|15|14|8|11|6|9|12x2|7|6|13|12|5|9|2|15|12|47|15|4|5|15|8|15|13|2|10x2|7|4|5x2|6|5|13|6x2|50|5|15|6|14|10|15|11|12|13|2|15|9|10|7|14|13|15|7|15|5|15|12|9|13|6|13|14|3|10|14|12|2|13|10|12|15|4|11|6|9|14|12|8|10|32|15x2|14|7|10|12|9|10|12|9|13|7|11|14|11|10|9|10|14x2|15|4|5|9|11|7|8|12|8|14|15|14|5|3|10|12|13|4|8|6|9|13|10|14|9|4|6|31|13|14|6|9|14x2|2|11|7|6x2|13|10|9|10|7|6|26|5x2|8|19|8|6|5|14x2|7|12|11|8|9|14|2|13|5|13|7|15|6x2|8|12|13|11|6|13|12|9|13|6|7|12|5|7|15|19|5|13|12|43|32|8|23|7|9|13|7|13|9|1024;2000|8x2|4x2|5x2|14|9|14|13|8|9x2|8x2|50|6|10|11|8x2|15|12|7|9|8|12|7|13|5|4|15|13|10|15|11|10|41|14|7|24|8|7|10|6|12|4|13|8|38|15|5|6|8|13|8|5|8|12|6|12|6|5|10x2|15|9|10|5|12|6|4|11|4|6|12|10|7|9|15|5|14|13|9|6|13|15|11x2|9|14|6|8|14|7x2|9|15x2|5x2|13|12x2|15|12|5|15|5|6x2|10|7|9|15|10|12|15|10|5|13|12|5|14|43|9x2|12|7|5|9|8|12|9|8x2|12|15|29|12|5|7|44|11|15|13|6|9|6|9|11x2|13|14|5|12|8|18|13|7x2|13x2|5|8|13|7|9|14|12|7|8|14|5|14|12|11|7|9|13|9x4|12|14|12|11|9|35|13|6|5x2|13|9x3|8|6|15|7|14|5|13|5|12|7x2|11|15|9|7|15|28|7|15|14|6|13|11|8|6|12|9|12|9x2|5|7|14|6|15x3|8|14|15|6x2|13|6|7|10|15|9|12|8|12|9|15|13|11|49|11|15|5|14|11|7|14|13|15|7|41|4|6|5x2|7|14|6|8|10|14|10|8|7|11|12|14|5|10|12|5|15x2|12|3|6|14|11|5|6|15|14|2|11|35|14|13|5|15|14|8|9|14|6|7x2|9|10|35|14|9|15|6|11|12x2|6|5|10|11|9|11|12|9|6|9|13|14|8|12|7|9|3|5|2|15|8|5|7|9|12|15|7|10|15|12|9|10|9|5|12|3|8|12|14|12|11|5|12|3|6|3|5x2|8|15|10|5x2|9x2|7|15|2|5|13|6x2|14|11x2|9|13|19|8|9x2|6x2|11|7|8|6|10|8x2|14|13|12|10|11|7|15x2|14x2|5|15|10|11|10|6x2|14|15|25|7|5|15|8|3|8|9|11|12|7x3|11|7|14|10|12|15|10|13x2|14|11|13|9|10|15|8x2|2|13|14|8|15|14|11|9|5|13|15|6x2|12|10|31|8|32|7|15|13|12x2|11|5x2|14|11|6x2|7x2|15|12|5|7|9|6|9|5|12|37|9|10|7|11|15|7|46|6|5|11|14|13|15|14|30|14|11|10|7|6|21|14|8|10|5|12|13|44|40|11|6|8|14|7|10|6|9x2|12|43|10|11|14|5|10|9x2|5|10|11|6|11|6|13x2|11|12|7|5|12|15|12|11|15|12|8|15|11|6|12|11|5|14|6|8|13|11|13|2|9|7|11|10|14|15|10|7|10|12|8|14|9|13|10|6|7|15|10|13|5|8|11|14|11|14|11|4|9x2|7x2|14|15|12|11|6|13|5|6|9|7|18|8|14|13|8|6x2|12|11|5|14|7|8x2|12|15|10|5|14|13|10|12|5|6|13|5|14|11|14|13|8|15|10|11|14x2|9|15x2|8|10|15|9|5|2048;2000|8|9|8|6x2|9|12|14|7|8|9x2|3|9|15|6|14|10|46|11|12|10|11|7|8|2|12|8|9x2|8x3|15|6|11|6|8|9|6|11|15|10|6|4|6|8|12|6|9|11|8x2|10|6|8|12|11|5|4|5|15|9|8|13|12|8|6x2|8|5|14|9x3|11x2|5|15|8|13|11|12|7|6|12|5|6|15|7|24|10|9|14|5|8|5|12|11|14|10|19|7|11|12|9|15|5x2|9|5|12x2|2|12|11|9|10|8x2|12|34|14|2|6|5|13|8|5x2|2|8|5|8|14|11x2|10|14|6|11|14|10|5|23|5|15|7|6|5|14|9|10x3|12|9|10|7|10|6|10|12|8|4|13|15|6|12|14|8|12|7|9|2|7|11x2|8|15x2|13|9|5|12|13|11|10|12|14|15|24|5|11x2|10|9|14|9|8|9|10|11x2|8x2|13|15|8|15|6|25|15|6|7|6|15|6|5|14|12|11|12|20|15|5|12|2|6|12|7|13|15|8x2|10|13|5|12x2|9|13x2|9|6|5|15x2|10|12|10|9|4|5|7|13|6|14|13|12|11|9|11|49|15|10|14|10|6|4|15|11x2|6|3|11|9|15|11|8|10|15|11|15|21|15|8|6x2|13|15|11|5|2|11|12|8|10|12x2|5|11|14|15x2|12|14|6|14|13|12|13|8|14|7|15|11|2|10|13|6|10|4|11|10|3|8|6|7|9|6|7|10|12|43|15|14x2|10|14|5|2|15|5|6|21|8|15|13|9|14|12|15|9|15|11|13|29|3|12|5|10|9|14|8|42|23|6x2|11|6|12|15|6|8|9|14|15|9|34|10x3|15|10|6|11|7|5|12|13|14|15|6x2|4|5|12x2|9|10|13x2|7|10|3|2|7|15|13x2|14|11x2|3|9|2|11|6|13|15|14|13|12|14|10|12|9|12|14|9|14|10|9|11x2|9|11|15|6|5|13|14|13|5|13|7|15|10|8|10|13|7|5|15|7|8|11|3x2|10x2|4|8|11|12|5|8|15x2|11|7|11|5|15|30|11|13x2|11|12|10x3|8|11|10|9|11|13|7|49|5|7|6|7|11|5|3|7|6|3|12|7|12|13|7|8|11|6|5|11|25|9|13|14|6|15|31|13|8|5|13|6x2|10|5x2|15|10|9|13x3|12|7|10|14|7|5|6|10|9|15|11|5|9|13|14|8|14|8|14x2|7x2|9|11|13x2|7|14|7|5|9|5|8|13|7|14|15|13x2|11|12|13|14x2|8|7|15|11|12|13|6x2|14|7|6|10|7|13|10|7|4|6|8|6|15|11|6|11|49|9|22|12|8|32|15|12|11|7|5|14|5|8|15|5|15x2|13|14|12|10|14|13|3|12|6|12|6|15|6|9|13|2|14x2|2|3|2|14|15|4|11|13x2|6|8|6|9|15|8|3|5|15|1800,0|1|2x656,0x4,10,10,PASS,8.6551e-01,8.6551e-01,6.2365e-03,6.2365e-03,1.9523e-04,1.9523e-04
263,8,64,4,45,1600|8|11|7|6|10|15|6|5|13|7x2|11|15|6|9|5|9|10|13|8|10|11|8|14|6|3|14|8|12|6|10x2|7x2|10|5|12|9|10|6|14|8|5|1200;2400|8|7|13x2|7|14|9|47|2|9|7|21|12|11|14|9|4|14|5|10|14|12|4|13x2|9|6|15x2|12|14|12|10|39|8|4|13|11|9|11|5|10|8|1800;3200|8|15|11|12|5|14|15|12|14|10|15|5|7|4|8|9|10|7|10|6|14|13|12|5|14|13|11|41|12x2|10|15|7|15|11x2|13|12|5|14|5|8|11|2048;3200|8|14|12|15|13|7|16|15|8|14|15|9|14|12x2|6|24|5|29|9|5|12|5|4|29|7|13|31|12|5|7|14|9|11|5|6|14|7|5|49|6|5|14|1024,0|1|2x43,0x4,10,10,PASS,8.7710e-01,8.7710e-01,6.9789e-03,6.9789e-03,2.7162e-04,2.7162e-04
264,8,64,1,229,3200|8|13|7x2|11|15|14|6|8|13|3|10|14|2|13|8|11|5|7|12|15|13|7|14x2|13|11|9|7|11|9|8|10|13|10|4|2|13|5|15|37|21|11|8|10|13|12|9|11|12|7|5|7|14|9|13|7|6|2|15|9|11|13|19|24|9|7|9x2|5|10x2|36|5x2|11|13|7|42|15|6|14|5|15|11|7|4|7|10|11|9|8|13|5|14|19|15|12|11|10|9|46|6|7|5|12|31|8|2|11|15|10|11|6|4|9|15|14|5|10|9x2|15|8|9|12x2|6x2|13|8|14x2|13|11x2|13|26|10|9|3|9|15|14|7|5|12|14|5|15|5|8|12|9|11|6|3|10|12|5|12|15|12x2|5|14|11|13|8|12|11|41|9|6|15|3|7|12|10|13|11|13x2|6|22|9|8|5|2|4|6|14|10|6|10|7|11|12|8|3|14|3|7x3|34|14|8|7|6|9|15|13|7|6|13|19|10|12x2|6|13|15|2|7|6|11|1024,0|1|2x227,0,10,10,PASS,4.8266e-01,4.8266e-01,6.6030e-03,6.6030e-03,2.3467e-04,2.3467e-04
265,8,64,2,209,2000|8x2|6|11x2|2|13|6|22|12|13|6|15|14|7|14x2|6|8|15|14|6|13|11|45|12|7|2|4|3|8|5|10|15|32|9|11|13|10|6|11|15|10|28|11|10|13|6|12|9|8|12|9|14|9|7|5|13x3|7|8|6|7|6|5|6|15|7|22|6x3|8|13|11|8|7|11|14x2|7|5|11|8|6|8|11|12|7|15|8|15x2|9|13|8|2|8|9|12|15|9|15|11|13x2|6|11x2|7|10|13|6|7|11|9|5|8|11|6|5|12|6|15|24|11|8|6|15x2|13|11|14|12|11|10|13|14|6|7x2|14|11|13|4|11|15|11|9|8|6|10|14x2|6|7|8|14|6|8|13|11|3|2|6|14|5|14|5|4|6|10|14|12|15|10|3|8|9|14|5|10|8|10|5|11|8|2|13|6|9|14|8|11|8|15|5|14|10|21|9|14|13|46|12x2|1200;3200|8|15|9x2|8|5|15|12|13|9|6|9|8|6x2|10|9|12|5|13|9|14|9|49|13|11|12|5|8|12|13|47|12|7|11|15|9x2|5|15x2|8|10|19|9|6|13|30|14|10x3|8|11|10|5|9|4|9|10x2|14|10|6|14|12|7|12|13|14|11|16|11x2|4|15|6|13|9|14|8|12x2|5|9|11|10|11x2|15|6|15|11|12|15|9x2|14|12|9|14|12|15|9|15|6|5|8|12|9|15|11|12|10|15x2|21|12|7x2|14|9|37|14|15|2|12|6|14|15|12|50|6|8|12|8|13|15|14|12|4|5x2|9|11|12|11|9|2|8|39|6|8|12|5|2|7|9|11|13|4|30|6|27|12|7|12|6|14|15|5|8|11|13|10|13|6x2|8|15|11|13|7|13|12|5|10x2|49|12|11|7|8|5|12|11|10|6x2|11|12|14|13|9|15|13x2|1800,0|1|2x207,0x2,10,10,PASS,6.2680e-01,6.2680e-01,6.6957e-03,6.6957e-03,2.3704e-04,2.3704e-04
266,8,64,8,7,2000|8x2|15|10|14|1200;3200|8|12|15|44|7|1800;3200|8|4|12|9|12|1200;2400|8x2|14|15|9|1024;2000|8x2|15|5|15|1200;2400|8|10|5|11|13|2048;3200|8|13x2|5|13|2048;3200|8|5|11|7|5|1200,0|1|2x5,0x8,10,10,PASS,6.9427e-01,6.9427e-01,7.0625e-03,7.0625e-03,2.7981e-04,2.7981e-04
267,8,64,4,142,3200|8|2|49|6x2|12|7|3|13|12|15|14|40|10|6|8|33|9|15|14|12|14|42|13|15|9|10|14|6|9|5|11|13|12|13|7|15x2|5|13|9|12|7|12|6|15|13|4|9x3|10x2|6|12|14|12|8|13|10|5|13|10|14|11|10|7|11|9|11|14|12|10x2|6|8x2|12|15|32|40|6|3|13|11|5x2|3|13|6|10|15|9|6|15|11|7x2|8|14|13|14|5|12|5|6|9|5|4|12|13|5|14|9|11|9|13|15|5|10|14|8|9|14|15|6|39|12|8|10|35|15|10|6|14|13|7|12|10|5|1024;2000|8|11|6|9|8|7|11|14|50|9|13|10|4|11|10|14|10|14x2|12x2|8|13|6|47|5x2|15|11|12|6|13|10|8|11|14|6|7|11|15x2|12|5|7|14|15|9|10|7|8|11|8|5|6|3|6|8|48x2|9|13|10|13|7|38|7|12|5|8|14|18|8|9|8|11|15|8|6|8x2|15|8|13|14|12|4|11|5|12|11|10|15|5|13|12|8|9|11|15|10|15|11|3|10|9|6|9|19|9|43|15|6|8|5|11|3|12x2|11|47|10|12|2|11|13x2|5|12|9|11x2|12|15|9|14|10|15|5|12|5|1024;1600|8|15|5|8|15|5|12|7|13x2|14|5|10|14|5|42|11|14|7|15|9|12|11|10|15|17|5x2|14|6|13|15|11|45|11|8|12|5|12|11x2|14|36|10|2|13|29|15x2|5|10|6|13|3|2|6|15|6|7|12|6x2|8|5|15|8|3|13|6|7|11x2|7|11|9x2|6|14|23|15|6|15x2|13|7|11|7|11|12|7|9|12|9|2|13x2|10|8|9|6|11|7|14|11|9|12|8|9|10|15|13|18|19|5x2|15|8|10|5|10|6|15x2|11|7|3|7|13|11|10|9|11|7|10|9|12|13|15|14|5|2048;3200|8x2|9|8|25|9|30|9|10|8|7|15|6|13|14|8|7|9|12|13|17|9|14|5|11|5|14|12|9|5|9|3|15|12|13|11|13|4|10|8|4|43|3|6|10x4|6|36|10|8|5|12|9|7|14x2|11|8|9|13|11x2|10|15|6|7|10|3|5x3|49|14|12|10x2|12x2|9|10|11|8|6|13|7|6|22|32|5|10|9|8|26|5|13x2|15|6x3|10|9|13|6|8|9|14|5|15|9|8x2|3|12|9|11|4|8x2|9|7|9|11|19|34|13|11|12|8x2|15x2|6|10x2|15|9|5|2048,0|1|2x140,0x4,10,10,PASS,1.0019e+00,1.0019e+00,6.8020e-03,6.8020e-03,2.4967e-04,2.4967e-04
268,8,64,1,12,1600|8|11|10|12|5|11x3|7x2|1200,0|1|2x10,0,10,10,PASS,6.5534e-01,6.5534e-01,7.3402e-03,7.3402e-03,3.2765e-04,3.2765e-04
